,inc1,inc2,weight
2947,School Incident,BB/Pellet/Replica gun,207.0
2948,School Incident,Hunting accident,0.0
2949,School Incident,Road rage,12.0
2950,School Incident,Home Invasion - No death or injury,15.0
2951,School Incident,Accidental/Negligent Discharge,84.0
2952,School Incident,"Shots fired, no action",9.0
2953,School Incident,Sex crime involving firearm,3.0
2954,School Incident,TSA Action,0.0
2955,School Incident,Thought gun was unloaded,5.0
2956,School Incident,stolen from owner,44.0
2957,School Incident,Gun range/gun shop/gun show shooting,5.0
2958,School Incident,Home Invasion - subject/suspect/perpetrator killed,0.0
2959,School Incident,Home Invasion - subject/suspect/perpetrator injured,0.0
2960,School Incident,Child Involved Incident,140.0
2961,School Incident,Child injured self,0.0
2962,School Incident,Suicide - Attempt,7.0
2963,School Incident,Child killed by child,0.0
2964,School Incident,Self-Inflicted,23.0
2965,School Incident,School Shooting - elementary/secondary school,232.0
2966,School Incident,Officer Involved Incident - Weapon involved but no shots fired,73.0
2967,School Incident,"Defensive Use - Shots fired, no injury/death",2.0
2968,School Incident,Concealed Carry License - Victim,7.0
2969,School Incident,"Officer Involved Shooting - Shots fired, no injury",19.0
2970,School Incident,Accidental Shooting at a Business,27.0
2971,School Incident,Criminal act with stolen gun,77.0
2972,School Incident,Child killed self,0.0
2973,School Incident,Child picked up & fired gun,15.0
2974,School Incident,"Gun at school, no death/injury - elementary/secondary school",2031.0
2975,School Incident,"Gun at school, no death/injury - university/college",276.0
2976,School Incident,Non-Aggression Incident,102.0
2977,School Incident,Defensive Use - WITHOUT a gun,11.0
2978,School Incident,Police Targeted,2.0
2979,School Incident,Defensive Use - Stand Your Ground/Castle Doctrine established,1.0
2980,School Incident,Playing with gun,16.0
2981,School Incident,Child injured by child,5.0
2982,School Incident,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
2983,School Incident,ShotSpotter,0.0
2984,School Incident,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,8.0
2985,School Incident,Defensive Use - Good Samaritan/Third Party,5.0
2986,School Incident,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,197.0
2987,School Incident,Child killed,2.0
2988,School Incident,Child with gun - no shots fired,115.0
2989,School Incident,Gun shop robbery or burglary,1.0
2990,School Incident,Shootout,3.0
2991,School Incident,Guns stolen from law enforcement,0.0
2992,School Incident,Defensive use - No shots fired,2.0
2993,School Incident,Officer Involved Shooting - Bystander shot,3.0
2994,School Incident,Officer Involved Shooting - Bystander killed,0.0
2995,School Incident,Child injured,13.0
2996,School Incident,Gun buy back action,0.0
2997,School Incident,Terrorism Involvement,3.0
2998,School Incident,Officer Involved Shooting - Accidental discharge - no injury required,12.0
2999,School Incident,Mistaken ID ,0.0
3000,School Incident,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,1.0
3001,School Incident,Ghost gun,3.0
3002,School Incident,Political Violence,1.0
3003,School Shooting - university/college,Car-jacking,3.0
3004,School Shooting - university/college,Hate crime,1.0
3005,School Shooting - university/college,House party,1.0
3006,School Shooting - university/college,Defensive Use,2.0
3007,School Shooting - university/college,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",0.0
3008,School Shooting - university/college,Defensive Use - Victim stops crime,0.0
3009,School Shooting - university/college,Workplace shooting,1.0
3010,School Shooting - university/college,Assault weapon,0.0
3011,School Shooting - university/college,Pistol-whipping,2.0
3012,School Shooting - university/college,Implied Weapon,0.0
3013,School Shooting - university/college,Accidental Shooting,24.0
3014,School Shooting - university/college,Accidental Shooting - Injury,18.0
3015,School Shooting - university/college,Cleaning gun,1.0
3016,School Shooting - university/college,Brandishing/flourishing/open carry/lost/found,6.0
3017,School Shooting - university/college,Non-Shooting Incident,1.0
3018,School Shooting - university/college,ATF/LE Confiscation/Raid/Arrest,5.0
3019,School Shooting - university/college,Unlawful purchase/sale,0.0
3020,School Shooting - university/college,Accidental Shooting - Death,1.0
3021,School Shooting - university/college,BB/Pellet/Replica gun,7.0
3022,School Shooting - university/college,Hunting accident,0.0
3023,School Shooting - university/college,Road rage,1.0
3024,School Shooting - university/college,Home Invasion - No death or injury,1.0
3025,School Shooting - university/college,Accidental/Negligent Discharge,19.0
3026,School Shooting - university/college,"Shots fired, no action",1.0
3027,School Shooting - university/college,Sex crime involving firearm,0.0
3028,School Shooting - university/college,TSA Action,0.0
3029,School Shooting - university/college,Thought gun was unloaded,2.0
3030,School Shooting - university/college,stolen from owner,3.0
3031,School Shooting - university/college,Gun range/gun shop/gun show shooting,3.0
3032,School Shooting - university/college,Home Invasion - subject/suspect/perpetrator killed,0.0
3033,School Shooting - university/college,Home Invasion - subject/suspect/perpetrator injured,0.0
3034,School Shooting - university/college,Child Involved Incident,2.0
3035,School Shooting - university/college,Child injured self,0.0
3036,School Shooting - university/college,Suicide - Attempt,1.0
3037,School Shooting - university/college,Child killed by child,0.0
3038,School Shooting - university/college,Self-Inflicted,11.0
3039,School Shooting - university/college,School Shooting - elementary/secondary school,0.0
3040,School Shooting - university/college,Officer Involved Incident - Weapon involved but no shots fired,0.0
3041,School Shooting - university/college,"Defensive Use - Shots fired, no injury/death",0.0
3042,School Shooting - university/college,Concealed Carry License - Victim,1.0
3043,School Shooting - university/college,"Officer Involved Shooting - Shots fired, no injury",5.0
3044,School Shooting - university/college,Accidental Shooting at a Business,8.0
3045,School Shooting - university/college,Criminal act with stolen gun,3.0
3046,School Shooting - university/college,Child killed self,0.0
3047,School Shooting - university/college,Child picked up & fired gun,2.0
3048,School Shooting - university/college,"Gun at school, no death/injury - elementary/secondary school",0.0
3049,School Shooting - university/college,"Gun at school, no death/injury - university/college",6.0
3050,School Shooting - university/college,Non-Aggression Incident,9.0
3051,School Shooting - university/college,Defensive Use - WITHOUT a gun,2.0
3052,School Shooting - university/college,Police Targeted,1.0
3053,School Shooting - university/college,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
3054,School Shooting - university/college,Playing with gun,1.0
3055,School Shooting - university/college,Child injured by child,1.0
3056,School Shooting - university/college,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
3057,School Shooting - university/college,ShotSpotter,0.0
3058,School Shooting - university/college,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,0.0
3059,School Shooting - university/college,Defensive Use - Good Samaritan/Third Party,0.0
3060,School Shooting - university/college,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,13.0
3061,School Shooting - university/college,Child killed,0.0
3062,School Shooting - university/college,Child with gun - no shots fired,0.0
3063,School Shooting - university/college,Gun shop robbery or burglary,0.0
3064,School Shooting - university/college,Shootout,0.0
3065,School Shooting - university/college,Guns stolen from law enforcement,0.0
3066,School Shooting - university/college,Defensive use - No shots fired,0.0
3067,School Shooting - university/college,Officer Involved Shooting - Bystander shot,1.0
3068,School Shooting - university/college,Officer Involved Shooting - Bystander killed,0.0
3069,School Shooting - university/college,Child injured,1.0
3070,School Shooting - university/college,Gun buy back action,0.0
3071,School Shooting - university/college,Terrorism Involvement,1.0
3072,School Shooting - university/college,Officer Involved Shooting - Accidental discharge - no injury required,3.0
3073,School Shooting - university/college,Mistaken ID ,0.0
3074,School Shooting - university/college,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3075,School Shooting - university/college,Ghost gun,0.0
3076,School Shooting - university/college,Political Violence,1.0
3077,Car-jacking,Hate crime,0.0
3078,Car-jacking,House party,1.0
3079,Car-jacking,Defensive Use,185.0
3080,Car-jacking,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",45.0
3081,Car-jacking,Defensive Use - Victim stops crime,84.0
3082,Car-jacking,Workplace shooting,1.0
3083,Car-jacking,Assault weapon,32.0
3084,Car-jacking,Pistol-whipping,257.0
3085,Car-jacking,Implied Weapon,88.0
3086,Car-jacking,Accidental Shooting,14.0
3087,Car-jacking,Accidental Shooting - Injury,10.0
3088,Car-jacking,Cleaning gun,0.0
3089,Car-jacking,Brandishing/flourishing/open carry/lost/found,1428.0
3090,Car-jacking,Non-Shooting Incident,2887.0
3091,Car-jacking,ATF/LE Confiscation/Raid/Arrest,127.0
3092,Car-jacking,Unlawful purchase/sale,2.0
3093,Car-jacking,Accidental Shooting - Death,1.0
3094,Car-jacking,BB/Pellet/Replica gun,64.0
3095,Car-jacking,Hunting accident,0.0
3096,Car-jacking,Road rage,2.0
3097,Car-jacking,Home Invasion - No death or injury,112.0
3098,Car-jacking,Accidental/Negligent Discharge,10.0
3099,Car-jacking,"Shots fired, no action",13.0
3100,Car-jacking,Sex crime involving firearm,52.0
3101,Car-jacking,TSA Action,0.0
3102,Car-jacking,Thought gun was unloaded,0.0
3103,Car-jacking,stolen from owner,60.0
3104,Car-jacking,Gun range/gun shop/gun show shooting,1.0
3105,Car-jacking,Home Invasion - subject/suspect/perpetrator killed,2.0
3106,Car-jacking,Home Invasion - subject/suspect/perpetrator injured,0.0
3107,Car-jacking,Child Involved Incident,6.0
3108,Car-jacking,Child injured self,0.0
3109,Car-jacking,Suicide - Attempt,7.0
3110,Car-jacking,Child killed by child,0.0
3111,Car-jacking,Self-Inflicted,3.0
3112,Car-jacking,School Shooting - elementary/secondary school,0.0
3113,Car-jacking,Officer Involved Incident - Weapon involved but no shots fired,73.0
3114,Car-jacking,"Defensive Use - Shots fired, no injury/death",28.0
3115,Car-jacking,Concealed Carry License - Victim,20.0
3116,Car-jacking,"Officer Involved Shooting - Shots fired, no injury",58.0
3117,Car-jacking,Accidental Shooting at a Business,0.0
3118,Car-jacking,Criminal act with stolen gun,63.0
3119,Car-jacking,Child killed self,0.0
3120,Car-jacking,Child picked up & fired gun,0.0
3121,Car-jacking,"Gun at school, no death/injury - elementary/secondary school",3.0
3122,Car-jacking,"Gun at school, no death/injury - university/college",9.0
3123,Car-jacking,Non-Aggression Incident,1.0
3124,Car-jacking,Defensive Use - WITHOUT a gun,68.0
3125,Car-jacking,Police Targeted,21.0
3126,Car-jacking,Defensive Use - Stand Your Ground/Castle Doctrine established,25.0
3127,Car-jacking,Playing with gun,1.0
3128,Car-jacking,Child injured by child,0.0
3129,Car-jacking,Officer Involved Shooting - subject/suspect/perpetrator unarmed,2.0
3130,Car-jacking,ShotSpotter,1.0
3131,Car-jacking,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,26.0
3132,Car-jacking,Defensive Use - Good Samaritan/Third Party,11.0
3133,Car-jacking,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,17.0
3134,Car-jacking,Child killed,1.0
3135,Car-jacking,Child with gun - no shots fired,2.0
3136,Car-jacking,Gun shop robbery or burglary,3.0
3137,Car-jacking,Shootout,40.0
3138,Car-jacking,Guns stolen from law enforcement,8.0
3139,Car-jacking,Defensive use - No shots fired,14.0
3140,Car-jacking,Officer Involved Shooting - Bystander shot,5.0
3141,Car-jacking,Officer Involved Shooting - Bystander killed,0.0
3142,Car-jacking,Child injured,1.0
3143,Car-jacking,Gun buy back action,0.0
3144,Car-jacking,Terrorism Involvement,1.0
3145,Car-jacking,Officer Involved Shooting - Accidental discharge - no injury required,0.0
3146,Car-jacking,Mistaken ID ,0.0
3147,Car-jacking,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,1.0
3148,Car-jacking,Ghost gun,1.0
3149,Car-jacking,Political Violence,0.0
3150,Hate crime,House party,1.0
3151,Hate crime,Defensive Use,2.0
3152,Hate crime,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",1.0
3153,Hate crime,Defensive Use - Victim stops crime,1.0
3154,Hate crime,Workplace shooting,1.0
3155,Hate crime,Assault weapon,5.0
3156,Hate crime,Pistol-whipping,1.0
3157,Hate crime,Implied Weapon,3.0
3158,Hate crime,Accidental Shooting,1.0
3159,Hate crime,Accidental Shooting - Injury,1.0
3160,Hate crime,Cleaning gun,0.0
3161,Hate crime,Brandishing/flourishing/open carry/lost/found,15.0
3162,Hate crime,Non-Shooting Incident,14.0
3163,Hate crime,ATF/LE Confiscation/Raid/Arrest,8.0
3164,Hate crime,Unlawful purchase/sale,0.0
3165,Hate crime,Accidental Shooting - Death,0.0
3166,Hate crime,BB/Pellet/Replica gun,8.0
3167,Hate crime,Hunting accident,0.0
3168,Hate crime,Road rage,3.0
3169,Hate crime,Home Invasion - No death or injury,0.0
3170,Hate crime,Accidental/Negligent Discharge,1.0
3171,Hate crime,"Shots fired, no action",0.0
3172,Hate crime,Sex crime involving firearm,0.0
3173,Hate crime,TSA Action,0.0
3174,Hate crime,Thought gun was unloaded,0.0
3175,Hate crime,stolen from owner,1.0
3176,Hate crime,Gun range/gun shop/gun show shooting,0.0
3177,Hate crime,Home Invasion - subject/suspect/perpetrator killed,0.0
3178,Hate crime,Home Invasion - subject/suspect/perpetrator injured,0.0
3179,Hate crime,Child Involved Incident,0.0
3180,Hate crime,Child injured self,0.0
3181,Hate crime,Suicide - Attempt,2.0
3182,Hate crime,Child killed by child,0.0
3183,Hate crime,Self-Inflicted,1.0
3184,Hate crime,School Shooting - elementary/secondary school,0.0
3185,Hate crime,Officer Involved Incident - Weapon involved but no shots fired,0.0
3186,Hate crime,"Defensive Use - Shots fired, no injury/death",0.0
3187,Hate crime,Concealed Carry License - Victim,0.0
3188,Hate crime,"Officer Involved Shooting - Shots fired, no injury",1.0
3189,Hate crime,Accidental Shooting at a Business,1.0
3190,Hate crime,Criminal act with stolen gun,1.0
3191,Hate crime,Child killed self,0.0
3192,Hate crime,Child picked up & fired gun,0.0
3193,Hate crime,"Gun at school, no death/injury - elementary/secondary school",1.0
3194,Hate crime,"Gun at school, no death/injury - university/college",0.0
3195,Hate crime,Non-Aggression Incident,0.0
3196,Hate crime,Defensive Use - WITHOUT a gun,1.0
3197,Hate crime,Police Targeted,4.0
3198,Hate crime,Defensive Use - Stand Your Ground/Castle Doctrine established,0.0
3199,Hate crime,Playing with gun,0.0
3200,Hate crime,Child injured by child,0.0
3201,Hate crime,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
3202,Hate crime,ShotSpotter,0.0
3203,Hate crime,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,2.0
3204,Hate crime,Defensive Use - Good Samaritan/Third Party,0.0
3205,Hate crime,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,1.0
3206,Hate crime,Child killed,0.0
3207,Hate crime,Child with gun - no shots fired,0.0
3208,Hate crime,Gun shop robbery or burglary,0.0
3209,Hate crime,Shootout,0.0
3210,Hate crime,Guns stolen from law enforcement,0.0
3211,Hate crime,Defensive use - No shots fired,0.0
3212,Hate crime,Officer Involved Shooting - Bystander shot,0.0
3213,Hate crime,Officer Involved Shooting - Bystander killed,0.0
3214,Hate crime,Child injured,0.0
3215,Hate crime,Gun buy back action,0.0
3216,Hate crime,Terrorism Involvement,1.0
3217,Hate crime,Officer Involved Shooting - Accidental discharge - no injury required,0.0
3218,Hate crime,Mistaken ID ,0.0
3219,Hate crime,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3220,Hate crime,Ghost gun,0.0
3221,Hate crime,Political Violence,2.0
3222,House party,Defensive Use,21.0
3223,House party,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",5.0
3224,House party,Defensive Use - Victim stops crime,4.0
3225,House party,Workplace shooting,0.0
3226,House party,Assault weapon,7.0
3227,House party,Pistol-whipping,6.0
3228,House party,Implied Weapon,1.0
3229,House party,Accidental Shooting,35.0
3230,House party,Accidental Shooting - Injury,18.0
3231,House party,Cleaning gun,0.0
3232,House party,Brandishing/flourishing/open carry/lost/found,31.0
3233,House party,Non-Shooting Incident,27.0
3234,House party,ATF/LE Confiscation/Raid/Arrest,27.0
3235,House party,Unlawful purchase/sale,0.0
3236,House party,Accidental Shooting - Death,15.0
3237,House party,BB/Pellet/Replica gun,2.0
3238,House party,Hunting accident,0.0
3239,House party,Road rage,0.0
3240,House party,Home Invasion - No death or injury,5.0
3241,House party,Accidental/Negligent Discharge,32.0
3242,House party,"Shots fired, no action",0.0
3243,House party,Sex crime involving firearm,2.0
3244,House party,TSA Action,0.0
3245,House party,Thought gun was unloaded,6.0
3246,House party,stolen from owner,4.0
3247,House party,Gun range/gun shop/gun show shooting,1.0
3248,House party,Home Invasion - subject/suspect/perpetrator killed,2.0
3249,House party,Home Invasion - subject/suspect/perpetrator injured,0.0
3250,House party,Child Involved Incident,15.0
3251,House party,Child injured self,0.0
3252,House party,Suicide - Attempt,0.0
3253,House party,Child killed by child,0.0
3254,House party,Self-Inflicted,5.0
3255,House party,School Shooting - elementary/secondary school,0.0
3256,House party,Officer Involved Incident - Weapon involved but no shots fired,3.0
3257,House party,"Defensive Use - Shots fired, no injury/death",1.0
3258,House party,Concealed Carry License - Victim,2.0
3259,House party,"Officer Involved Shooting - Shots fired, no injury",1.0
3260,House party,Accidental Shooting at a Business,0.0
3261,House party,Criminal act with stolen gun,7.0
3262,House party,Child killed self,0.0
3263,House party,Child picked up & fired gun,0.0
3264,House party,"Gun at school, no death/injury - elementary/secondary school",0.0
3265,House party,"Gun at school, no death/injury - university/college",1.0
3266,House party,Non-Aggression Incident,17.0
3267,House party,Defensive Use - WITHOUT a gun,10.0
3268,House party,Police Targeted,1.0
3269,House party,Defensive Use - Stand Your Ground/Castle Doctrine established,3.0
3270,House party,Playing with gun,13.0
3271,House party,Child injured by child,0.0
3272,House party,Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
3273,House party,ShotSpotter,4.0
3274,House party,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,2.0
3275,House party,Defensive Use - Good Samaritan/Third Party,2.0
3276,House party,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,4.0
3277,House party,Child killed,1.0
3278,House party,Child with gun - no shots fired,0.0
3279,House party,Gun shop robbery or burglary,0.0
3280,House party,Shootout,26.0
3281,House party,Guns stolen from law enforcement,0.0
3282,House party,Defensive use - No shots fired,1.0
3283,House party,Officer Involved Shooting - Bystander shot,1.0
3284,House party,Officer Involved Shooting - Bystander killed,1.0
3285,House party,Child injured,13.0
3286,House party,Gun buy back action,0.0
3287,House party,Terrorism Involvement,0.0
3288,House party,Officer Involved Shooting - Accidental discharge - no injury required,0.0
3289,House party,Mistaken ID ,0.0
3290,House party,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3291,House party,Ghost gun,0.0
3292,House party,Political Violence,0.0
3293,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",2649.0
3294,Defensive Use,Defensive Use - Victim stops crime,2732.0
3295,Defensive Use,Workplace shooting,14.0
3296,Defensive Use,Assault weapon,46.0
3297,Defensive Use,Pistol-whipping,238.0
3298,Defensive Use,Implied Weapon,72.0
3299,Defensive Use,Accidental Shooting,128.0
3300,Defensive Use,Accidental Shooting - Injury,80.0
3301,Defensive Use,Cleaning gun,0.0
3302,Defensive Use,Brandishing/flourishing/open carry/lost/found,1304.0
3303,Defensive Use,Non-Shooting Incident,1003.0
3304,Defensive Use,ATF/LE Confiscation/Raid/Arrest,178.0
3305,Defensive Use,Unlawful purchase/sale,3.0
3306,Defensive Use,Accidental Shooting - Death,17.0
3307,Defensive Use,BB/Pellet/Replica gun,100.0
3308,Defensive Use,Hunting accident,0.0
3309,Defensive Use,Road rage,80.0
3310,Defensive Use,Home Invasion - No death or injury,674.0
3311,Defensive Use,Accidental/Negligent Discharge,95.0
3312,Defensive Use,"Shots fired, no action",31.0
3313,Defensive Use,Sex crime involving firearm,23.0
3314,Defensive Use,TSA Action,0.0
3315,Defensive Use,Thought gun was unloaded,0.0
3316,Defensive Use,stolen from owner,91.0
3317,Defensive Use,Gun range/gun shop/gun show shooting,8.0
3318,Defensive Use,Home Invasion - subject/suspect/perpetrator killed,672.0
3319,Defensive Use,Home Invasion - subject/suspect/perpetrator injured,823.0
3320,Defensive Use,Child Involved Incident,23.0
3321,Defensive Use,Child injured self,0.0
3322,Defensive Use,Suicide - Attempt,8.0
3323,Defensive Use,Child killed by child,0.0
3324,Defensive Use,Self-Inflicted,25.0
3325,Defensive Use,School Shooting - elementary/secondary school,11.0
3326,Defensive Use,Officer Involved Incident - Weapon involved but no shots fired,41.0
3327,Defensive Use,"Defensive Use - Shots fired, no injury/death",819.0
3328,Defensive Use,Concealed Carry License - Victim,450.0
3329,Defensive Use,"Officer Involved Shooting - Shots fired, no injury",25.0
3330,Defensive Use,Accidental Shooting at a Business,21.0
3331,Defensive Use,Criminal act with stolen gun,80.0
3332,Defensive Use,Child killed self,0.0
3333,Defensive Use,Child picked up & fired gun,1.0
3334,Defensive Use,"Gun at school, no death/injury - elementary/secondary school",2.0
3335,Defensive Use,"Gun at school, no death/injury - university/college",1.0
3336,Defensive Use,Non-Aggression Incident,6.0
3337,Defensive Use,Defensive Use - WITHOUT a gun,1008.0
3338,Defensive Use,Police Targeted,5.0
3339,Defensive Use,Defensive Use - Stand Your Ground/Castle Doctrine established,1392.0
3340,Defensive Use,Playing with gun,0.0
3341,Defensive Use,Child injured by child,1.0
3342,Defensive Use,Officer Involved Shooting - subject/suspect/perpetrator unarmed,7.0
3343,Defensive Use,ShotSpotter,4.0
3344,Defensive Use,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,17.0
3345,Defensive Use,Defensive Use - Good Samaritan/Third Party,538.0
3346,Defensive Use,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,38.0
3347,Defensive Use,Child killed,4.0
3348,Defensive Use,Child with gun - no shots fired,1.0
3349,Defensive Use,Gun shop robbery or burglary,9.0
3350,Defensive Use,Shootout,477.0
3351,Defensive Use,Guns stolen from law enforcement,3.0
3352,Defensive Use,Defensive use - No shots fired,406.0
3353,Defensive Use,Officer Involved Shooting - Bystander shot,10.0
3354,Defensive Use,Officer Involved Shooting - Bystander killed,1.0
3355,Defensive Use,Child injured,8.0
3356,Defensive Use,Gun buy back action,0.0
3357,Defensive Use,Terrorism Involvement,0.0
3358,Defensive Use,Officer Involved Shooting - Accidental discharge - no injury required,2.0
3359,Defensive Use,Mistaken ID ,8.0
3360,Defensive Use,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3361,Defensive Use,Ghost gun,0.0
3362,Defensive Use,Political Violence,0.0
3363,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Victim stops crime,978.0
3364,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Workplace shooting,6.0
3365,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Assault weapon,19.0
3366,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Pistol-whipping,56.0
3367,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Implied Weapon,15.0
3368,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Accidental Shooting,23.0
3369,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Accidental Shooting - Injury,17.0
3370,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Cleaning gun,0.0
3371,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Brandishing/flourishing/open carry/lost/found,213.0
3372,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Non-Shooting Incident,8.0
3373,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",ATF/LE Confiscation/Raid/Arrest,44.0
3374,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Unlawful purchase/sale,3.0
3375,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Accidental Shooting - Death,6.0
3376,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",BB/Pellet/Replica gun,27.0
3377,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Hunting accident,0.0
3378,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Road rage,33.0
3379,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Home Invasion - No death or injury,15.0
3380,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Accidental/Negligent Discharge,9.0
3381,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator","Shots fired, no action",0.0
3382,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Sex crime involving firearm,4.0
3383,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",TSA Action,0.0
3384,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Thought gun was unloaded,0.0
3385,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",stolen from owner,27.0
3386,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Gun range/gun shop/gun show shooting,4.0
3387,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Home Invasion - subject/suspect/perpetrator killed,468.0
3388,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Home Invasion - subject/suspect/perpetrator injured,552.0
3389,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child Involved Incident,8.0
3390,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child injured self,0.0
3391,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Suicide - Attempt,2.0
3392,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child killed by child,0.0
3393,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Self-Inflicted,4.0
3394,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",School Shooting - elementary/secondary school,2.0
3395,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Incident - Weapon involved but no shots fired,0.0
3396,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator","Defensive Use - Shots fired, no injury/death",11.0
3397,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Concealed Carry License - Victim,226.0
3398,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator","Officer Involved Shooting - Shots fired, no injury",0.0
3399,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Accidental Shooting at a Business,2.0
3400,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Criminal act with stolen gun,21.0
3401,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child killed self,0.0
3402,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child picked up & fired gun,1.0
3403,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator","Gun at school, no death/injury - elementary/secondary school",0.0
3404,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator","Gun at school, no death/injury - university/college",0.0
3405,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Non-Aggression Incident,0.0
3406,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - WITHOUT a gun,18.0
3407,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Police Targeted,1.0
3408,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Stand Your Ground/Castle Doctrine established,971.0
3409,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Playing with gun,0.0
3410,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child injured by child,1.0
3411,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - subject/suspect/perpetrator unarmed,0.0
3412,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",ShotSpotter,1.0
3413,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,2.0
3414,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,117.0
