,Year,State,County,NAME,Total_Pop,Male_Pop,Female_Pop,Age_Median,White_Pop,Black_AA_Pop,AmericanIndian_AlasNative_Pop,Asian_Pop,PacificNative_Pop,OtherRace_Pop,Social_Security,Gini,PerCapita_Income,state,county
2369,2016, Oregon,Yamhill County,"Yamhill County, Oregon",105035,53168,51867,38.2,91961,611,1755,1804,367,5220,12760,0.4422,29037,41,071
2370,2016, Pennsylvania,Adams County,"Adams County, Pennsylvania",102180,50359,51821,44.2,94434,1057,65,426,0,2572,14265,0.3985,28404,42,001
2371,2016, Pennsylvania,Allegheny County,"Allegheny County, Pennsylvania",1225365,592374,632991,40.6,982979,154858,975,43283,443,37894,174008,0.4769,34440,42,003
2372,2016, Pennsylvania,Armstrong County,"Armstrong County, Pennsylvania",66486,33041,33445,46.5,,,,,,,11249,0.4284,24805,42,005
2373,2016, Pennsylvania,Beaver County,"Beaver County, Pennsylvania",167429,81612,85817,44.9,151718,9238,91,551,194,4858,26559,0.4167,29622,42,007
2374,2016, Pennsylvania,Berks County,"Berks County, Pennsylvania",414812,204372,210440,40.1,343554,18603,4478,5504,0,27786,51919,0.4386,29321,42,011
2375,2016, Pennsylvania,Blair County,"Blair County, Pennsylvania",124650,61100,63550,43.8,119127,2498,17,844,262,1548,21376,0.4395,24821,42,013
2376,2016, Pennsylvania,Bucks County,"Bucks County, Pennsylvania",626399,307346,319053,43.7,551410,22210,912,30721,0,13953,84156,0.4540,40787,42,017
2377,2016, Pennsylvania,Butler County,"Butler County, Pennsylvania",186847,92823,94024,43.3,179023,2329,177,2478,0,2113,26092,0.4364,35858,42,019
2378,2016, Pennsylvania,Cambria County,"Cambria County, Pennsylvania",134732,66143,68589,45.1,126107,3266,13,515,175,4129,23887,0.4288,24592,42,021
2379,2016, Pennsylvania,Carbon County,"Carbon County, Pennsylvania",63594,32121,31473,46.2,,,,,,,11033,0.4038,26306,42,025
2380,2016, Pennsylvania,Centre County,"Centre County, Pennsylvania",161464,85208,76256,31.7,142112,5949,115,8766,80,4005,15946,0.4812,31158,42,027
2381,2016, Pennsylvania,Chester County,"Chester County, Pennsylvania",516312,254127,262185,40.3,440376,29721,506,25578,254,13094,55479,0.4733,46699,42,029
2382,2016, Pennsylvania,Clearfield County,"Clearfield County, Pennsylvania",80596,42229,38367,44.8,76391,2580,508,390,0,499,12762,0.4168,22804,42,033
2383,2016, Pennsylvania,Columbia County,"Columbia County, Pennsylvania",66420,31694,34726,40.6,62704,1475,64,781,0,609,9562,0.4383,25362,42,037
2384,2016, Pennsylvania,Crawford County,"Crawford County, Pennsylvania",86257,42103,44154,42.7,82613,1507,14,314,51,1566,14900,0.4440,24778,42,039
2385,2016, Pennsylvania,Cumberland County,"Cumberland County, Pennsylvania",248506,123073,125433,40.2,218262,10293,171,10925,0,4706,32476,0.4188,33912,42,041
2386,2016, Pennsylvania,Dauphin County,"Dauphin County, Pennsylvania",273707,131911,141796,39.6,193791,52861,918,11959,0,6249,33835,0.4449,32143,42,043
2387,2016, Pennsylvania,Delaware County,"Delaware County, Pennsylvania",563402,270782,292620,39.0,389846,120082,1165,32804,0,13153,68147,0.4798,36333,42,045
2388,2016, Pennsylvania,Erie County,"Erie County, Pennsylvania",276207,136372,139835,39.2,241733,20144,613,4980,201,6633,40105,0.4442,25727,42,049
2389,2016, Pennsylvania,Fayette County,"Fayette County, Pennsylvania",132733,65462,67271,44.8,122730,5313,63,320,56,3662,23936,0.4533,24029,42,051
2390,2016, Pennsylvania,Franklin County,"Franklin County, Pennsylvania",153851,76604,77247,41.8,142799,6445,469,1733,60,1744,22054,0.4260,30949,42,055
2391,2016, Pennsylvania,Indiana County,"Indiana County, Pennsylvania",86364,43621,42743,39.7,81885,2255,291,942,62,773,12460,0.4606,24215,42,063
2392,2016, Pennsylvania,Lackawanna County,"Lackawanna County, Pennsylvania",211321,101894,109427,41.7,193832,5870,214,5204,58,4897,35048,0.4634,27126,42,069
2393,2016, Pennsylvania,Lancaster County,"Lancaster County, Pennsylvania",538500,264057,274443,38.2,481798,23427,431,10923,53,12649,66214,0.4331,29740,42,071
2394,2016, Pennsylvania,Lawrence County,"Lawrence County, Pennsylvania",87294,42742,44552,45.0,81410,4075,45,344,0,1281,15054,0.4837,27772,42,073
2395,2016, Pennsylvania,Lebanon County,"Lebanon County, Pennsylvania",138863,67675,71188,41.2,120894,3650,129,2078,0,2862,19671,0.4073,27449,42,075
2396,2016, Pennsylvania,Lehigh County,"Lehigh County, Pennsylvania",363147,177485,185662,39.0,286600,26645,358,11587,0,10990,48647,0.4692,32424,42,077
2397,2016, Pennsylvania,Luzerne County,"Luzerne County, Pennsylvania",316383,155463,160920,43.1,285321,13937,452,3756,77,5724,48139,0.4641,26893,42,079
2398,2016, Pennsylvania,Lycoming County,"Lycoming County, Pennsylvania",115248,56210,59038,40.6,106461,5208,11,637,17,2618,17609,0.4148,25222,42,081
2399,2016, Pennsylvania,Mercer County,"Mercer County, Pennsylvania",112913,55637,57276,45.1,103190,6427,71,904,18,2138,19707,0.4262,26486,42,085
2400,2016, Pennsylvania,Monroe County,"Monroe County, Pennsylvania",166098,82312,83786,41.9,124741,23137,257,3492,191,5381,22440,0.4177,28115,42,089
2401,2016, Pennsylvania,Montgomery County,"Montgomery County, Pennsylvania",821725,399488,422237,41.4,654626,73076,1230,60749,295,21998,102106,0.4623,43842,42,091
2402,2016, Pennsylvania,Northampton County,"Northampton County, Pennsylvania",302294,149254,153040,41.6,262942,15889,459,8454,0,9791,40461,0.4176,31852,42,095
2403,2016, Pennsylvania,Northumberland County,"Northumberland County, Pennsylvania",92541,47301,45240,44.7,87742,2471,127,432,0,1104,15035,0.4201,25018,42,097
2404,2016, Pennsylvania,Philadelphia County,"Philadelphia County, Pennsylvania",1567872,743380,824492,34.1,634111,661032,5521,110733,480,51103,167744,0.5153,24685,42,101
2405,2016, Pennsylvania,Schuylkill County,"Schuylkill County, Pennsylvania",143573,73503,70070,44.4,133893,4370,288,829,0,1932,25035,0.4072,25430,42,107
2406,2016, Pennsylvania,Somerset County,"Somerset County, Pennsylvania",75061,38762,36299,45.7,71676,2031,69,380,0,742,12488,0.4300,23227,42,111
2407,2016, Pennsylvania,Washington County,"Washington County, Pennsylvania",207981,101664,106317,44.6,194397,6242,271,1981,0,3937,33280,0.4532,32270,42,125
2408,2016, Pennsylvania,Westmoreland County,"Westmoreland County, Pennsylvania",355458,173607,181851,46.7,336698,9544,75,3691,34,4619,58350,0.4325,30677,42,129
2409,2016, Pennsylvania,York County,"York County, Pennsylvania",443744,218703,225041,41.2,391834,25561,943,6918,231,10404,58359,0.4015,29610,42,133
2410,2016, Rhode Island,Kent County,"Kent County, Rhode Island",164614,79351,85263,43.5,151589,2738,196,3675,128,4388,22551,0.4716,36548,44,003
2411,2016, Rhode Island,Newport County,"Newport County, Rhode Island",82784,40195,42589,45.6,74333,3077,130,1864,310,1964,13695,0.4561,41696,44,005
2412,2016, Rhode Island,Providence County,"Providence County, Rhode Island",633673,307712,325961,37.5,460377,58806,4643,26713,572,24751,73945,0.4775,28960,44,007
2413,2016, Rhode Island,Washington County,"Washington County, Rhode Island",126288,60512,65776,45.1,117411,2307,293,3352,427,1296,19510,0.4609,39809,44,009
2414,2016, South Carolina,Aiken County,"Aiken County, South Carolina",167458,81683,85775,40.8,119571,41026,477,1938,125,3264,25135,0.4510,25402,45,003
2415,2016, South Carolina,Anderson County,"Anderson County, South Carolina",196569,94805,101764,40.4,156660,32543,309,1935,0,3178,28765,0.4554,24573,45,007
2416,2016, South Carolina,Beaufort County,"Beaufort County, South Carolina",183149,89378,93771,44.9,138177,33588,659,2367,106,4247,29519,0.4731,36370,45,013
2417,2016, South Carolina,Berkeley County,"Berkeley County, South Carolina",210898,104553,106345,36.4,141762,51487,644,5728,0,5817,21019,0.4266,28476,45,015
2418,2016, South Carolina,Charleston County,"Charleston County, South Carolina",396484,190528,205956,37.1,271106,109189,626,6001,0,7206,47072,0.5249,35768,45,019
2419,2016, South Carolina,Darlington County,"Darlington County, South Carolina",67234,31105,36129,41.2,,,,,,,10634,0.4570,21774,45,031
2420,2016, South Carolina,Dorchester County,"Dorchester County, South Carolina",153773,75358,78415,36.3,103108,37763,1078,2803,0,5848,17235,0.4146,27341,45,035
2421,2016, South Carolina,Florence County,"Florence County, South Carolina",138742,64489,74253,39.0,75530,59522,113,1751,0,1544,18803,0.4606,23748,45,041
2422,2016, South Carolina,Greenville County,"Greenville County, South Carolina",498766,242098,256668,38.1,372089,91056,1844,11379,439,10266,59875,0.4649,29930,45,045
2423,2016, South Carolina,Greenwood County,"Greenwood County, South Carolina",70133,32128,38005,37.8,45687,21328,0,918,0,935,11072,0.4762,21329,45,047
2424,2016, South Carolina,Horry County,"Horry County, South Carolina",322342,155255,167087,45.3,260680,44012,1727,4425,192,4646,55012,0.4465,25807,45,051
2425,2016, South Carolina,Lancaster County,"Lancaster County, South Carolina",89594,44583,45011,42.6,64846,20723,0,412,0,574,14176,0.4798,28913,45,057
2426,2016, South Carolina,Laurens County,"Laurens County, South Carolina",66777,32541,34236,39.2,47288,14837,128,981,471,2055,11009,0.4245,21753,45,059
2427,2016, South Carolina,Lexington County,"Lexington County, South Carolina",286196,139230,146966,38.9,227447,41478,627,4965,111,7749,35718,0.4392,29860,45,063
2428,2016, South Carolina,Oconee County,"Oconee County, South Carolina",76355,36795,39560,44.7,67461,5645,61,404,0,1832,13496,0.4735,27359,45,073
2429,2016, South Carolina,Orangeburg County,"Orangeburg County, South Carolina",87903,41321,46582,39.4,29564,55797,606,529,0,1384,11715,0.5016,18886,45,075
2430,2016, South Carolina,Pickens County,"Pickens County, South Carolina",122863,60735,62128,36.3,108555,8542,0,3013,109,1803,15573,0.4761,25953,45,077
2431,2016, South Carolina,Richland County,"Richland County, South Carolina",409549,198431,211118,33.4,186850,190887,695,10198,545,11907,40883,0.4669,28041,45,079
2432,2016, South Carolina,Spartanburg County,"Spartanburg County, South Carolina",301463,146664,154799,38.1,221226,61262,197,6514,30,7404,40433,0.4635,24959,45,083
2433,2016, South Carolina,Sumter County,"Sumter County, South Carolina",107396,52411,54985,36.1,51345,51510,104,1659,142,2236,14626,0.4923,22109,45,085
2434,2016, South Carolina,York County,"York County, South Carolina",258526,124462,134064,38.7,191332,48293,2027,4854,115,6109,28344,0.4416,30589,45,091
2435,2016, South Dakota,Minnehaha County,"Minnehaha County, South Dakota",187318,94159,93159,34.9,161240,9385,3948,4477,67,5314,18162,0.4301,30725,46,099
2436,2016, South Dakota,Pennington County,"Pennington County, South Dakota",109372,54783,54589,38.3,90775,1426,10308,1444,14,5151,13718,0.4707,27824,46,103
2437,2016, Tennessee,Anderson County,"Anderson County, Tennessee",75936,37839,38097,43.4,69275,3191,0,1208,87,1413,12442,0.4470,25908,47,001
2438,2016, Tennessee,Blount County,"Blount County, Tennessee",128670,62288,66382,43.7,120416,3897,113,914,81,3007,18942,0.4504,26868,47,009
2439,2016, Tennessee,Bradley County,"Bradley County, Tennessee",104490,50653,53837,39.2,95746,5734,629,243,46,1333,13050,0.4289,23949,47,011
2440,2016, Tennessee,Davidson County,"Davidson County, Tennessee",684410,329473,354937,34.2,442201,187329,1398,25891,605,16191,62539,0.4806,32860,47,037
2441,2016, Tennessee,Greene County,"Greene County, Tennessee",68615,33969,34646,44.9,64883,1404,168,208,0,1603,11722,0.5066,24301,47,059
2442,2016, Tennessee,Hamilton County,"Hamilton County, Tennessee",357738,173590,184148,39.0,271063,70591,499,6865,0,7796,44106,0.4952,29576,47,065
2443,2016, Tennessee,Knox County,"Knox County, Tennessee",456132,222119,234013,37.3,390124,40267,1780,10650,261,8077,54780,0.4752,29660,47,093
2444,2016, Tennessee,Madison County,"Madison County, Tennessee",97663,46549,51114,38.0,58095,37031,53,1017,0,1086,12460,0.4816,23717,47,113
2445,2016, Tennessee,Maury County,"Maury County, Tennessee",89981,44105,45876,39.9,75419,10898,122,70,0,2426,10835,0.4123,24952,47,119
2446,2016, Tennessee,Montgomery County,"Montgomery County, Tennessee",195734,96375,99359,30.8,140854,37819,1383,5439,1446,6736,15265,0.3930,24535,47,125
2447,2016, Tennessee,Putnam County,"Putnam County, Tennessee",75931,37714,38217,36.7,71824,661,0,1664,0,1768,9993,0.5067,23476,47,141
2448,2016, Tennessee,Robertson County,"Robertson County, Tennessee",69165,33717,35448,37.9,62171,4986,125,429,0,1254,8617,0.4370,28094,47,147
2449,2016, Tennessee,Rutherford County,"Rutherford County, Tennessee",308251,151436,156815,33.1,239190,43917,755,10482,0,9933,26834,0.4021,27704,47,149
2450,2016, Tennessee,Sevier County,"Sevier County, Tennessee",96673,48504,48169,41.3,91955,561,374,500,0,2669,14202,0.4064,22460,47,155
2451,2016, Tennessee,Shelby County,"Shelby County, Tennessee",934603,445343,489260,35.5,360410,499045,2855,22771,165,18248,91858,0.5108,27880,47,157
2452,2016, Tennessee,Sullivan County,"Sullivan County, Tennessee",156667,75796,80871,45.0,147950,2912,184,664,418,3370,27588,0.4491,24526,47,163
2453,2016, Tennessee,Sumner County,"Sumner County, Tennessee",180063,87834,92229,40.1,160406,13146,336,2300,60,3403,20270,0.4346,29908,47,165
2454,2016, Tennessee,Washington County,"Washington County, Tennessee",127440,62924,64516,39.9,116552,5480,813,2028,64,2211,19747,0.4462,26340,47,179
2455,2016, Tennessee,Williamson County,"Williamson County, Tennessee",219107,107205,111902,39.0,194634,9008,251,9027,515,4545,17755,0.4485,47520,47,187
2456,2016, Tennessee,Wilson County,"Wilson County, Tennessee",132781,65113,67668,41.1,117941,9745,507,2438,0,1479,16230,0.3937,31290,47,189
2457,2016, Texas,Angelina County,"Angelina County, Texas",87791,42273,45518,37.6,67968,13621,1342,1007,47,589,10838,0.4566,19896,48,005
2458,2016, Texas,Bastrop County,"Bastrop County, Texas",82733,42343,40390,38.7,58948,5621,431,1293,0,1932,9801,0.4659,25379,48,021
2459,2016, Texas,Bell County,"Bell County, Texas",340411,169564,170847,31.0,217524,82612,1945,9696,2515,19135,27897,0.4323,25358,48,027
2460,2016, Texas,Bexar County,"Bexar County, Texas",1928680,951190,977490,33.5,1520769,151997,14260,56054,1282,54681,167664,0.4595,25513,48,029
2461,2016, Texas,Bowie County,"Bowie County, Texas",93860,47367,46493,37.0,65905,22872,298,1265,314,2526,10879,0.5029,26107,48,037
2462,2016, Texas,Brazoria County,"Brazoria County, Texas",354195,178453,175742,36.0,264794,45897,3592,23012,13,7400,28854,0.4102,30722,48,039
2463,2016, Texas,Brazos County,"Brazos County, Texas",220417,112020,108397,26.1,167258,22640,1067,14050,107,8228,14069,0.5372,26331,48,041
2464,2016, Texas,Cameron County,"Cameron County, Texas",422135,204626,217509,31.5,401139,2142,341,3497,120,2759,35496,0.4899,15886,48,061
2465,2016, Texas,Collin County,"Collin County, Texas",939585,461416,478169,36.5,661559,87766,3583,132486,822,30294,60845,0.4236,41174,48,085
2466,2016, Texas,Comal County,"Comal County, Texas",134788,66708,68080,42.6,120507,3101,119,1532,89,1970,17199,0.4417,37145,48,091
2467,2016, Texas,Coryell County,"Coryell County, Texas",74686,37817,36869,31.7,53879,7911,960,1656,558,8934,5824,0.4180,21153,48,099
2468,2016, Texas,Dallas County,"Dallas County, Texas",2574984,1267526,1307458,33.3,1591187,582365,6506,157592,1393,76321,193259,0.4957,29765,48,113
2469,2016, Texas,Denton County,"Denton County, Texas",806180,396322,409858,35.1,599270,74199,3992,63864,602,32224,54515,0.4413,38490,48,121
2470,2016, Texas,Ector County,"Ector County, Texas",157462,80102,77360,30.4,134245,7643,1069,1809,0,3961,11534,0.5128,28299,48,135
2471,2016, Texas,Ellis County,"Ellis County, Texas",168499,83163,85336,36.1,141134,16525,1104,1390,83,5884,15865,0.4152,29197,48,139
2472,2016, Texas,El Paso County,"El Paso County, Texas",837918,411497,426421,32.1,674348,30034,5360,11107,299,21102,71931,0.4598,19587,48,141
2473,2016, Texas,Fort Bend County,"Fort Bend County, Texas",741237,364149,377088,36.0,388931,152115,3077,146796,93,15820,47146,0.4482,37731,48,157
2474,2016, Texas,Galveston County,"Galveston County, Texas",329431,162548,166883,37.1,258194,43453,2556,11418,87,6406,34646,0.4692,33895,48,167
2475,2016, Texas,Grayson County,"Grayson County, Texas",128235,62706,65529,40.0,111018,5527,1352,1826,16,5377,16105,0.4290,25852,48,181
2476,2016, Texas,Gregg County,"Gregg County, Texas",123745,61139,62606,35.5,92247,25793,534,1883,0,2251,14171,0.4727,23451,48,183
2477,2016, Texas,Guadalupe County,"Guadalupe County, Texas",155265,76684,78581,37.0,106494,11011,187,3061,1657,4709,16208,0.4076,31284,48,187
2478,2016, Texas,Harris County,"Harris County, Texas",4589928,2281026,2308902,33.3,2880994,874306,15178,317740,3839,105170,321813,0.4986,30496,48,201
2479,2016, Texas,Harrison County,"Harrison County, Texas",66534,31892,34642,37.2,,,,,,,7401,0.4255,21580,48,203
2480,2016, Texas,Hays County,"Hays County, Texas",204470,100110,104360,31.2,184248,8627,315,3314,0,4213,15527,0.4471,29990,48,209
2481,2016, Texas,Henderson County,"Henderson County, Texas",79901,38440,41461,43.7,71904,4775,928,53,223,1616,13401,0.4776,25073,48,213
2482,2016, Texas,Hidalgo County,"Hidalgo County, Texas",849843,415546,434297,29.2,717201,2922,1953,9403,93,12328,65614,0.4952,15918,48,215
2483,2016, Texas,Hunt County,"Hunt County, Texas",92073,45503,46570,38.1,71701,7680,1185,1488,0,746,11099,0.4414,24369,48,231
2484,2016, Texas,Jefferson County,"Jefferson County, Texas",254679,130673,124006,35.9,150261,86060,816,10050,198,3032,28226,0.4885,25267,48,245
2485,2016, Texas,Johnson County,"Johnson County, Texas",163274,81331,81943,36.9,149251,5440,1179,1305,751,3351,17683,0.4009,25468,48,251
2486,2016, Texas,Kaufman County,"Kaufman County, Texas",118350,58708,59642,36.0,98799,12733,324,1429,0,2213,10719,0.4006,25813,48,257
2487,2016, Texas,Liberty County,"Liberty County, Texas",81704,41468,40236,36.7,69437,8414,403,476,0,466,8470,0.4630,22789,48,291
2488,2016, Texas,Lubbock County,"Lubbock County, Texas",303137,149132,154005,30.6,248032,21502,3901,5857,1000,7339,27836,0.4732,25830,48,303
2489,2016, Texas,McLennan County,"McLennan County, Texas",247934,120728,127206,33.3,191192,36482,1100,3858,149,5757,27084,0.4899,24968,48,309
2490,2016, Texas,Midland County,"Midland County, Texas",162565,81341,81224,32.0,139118,11490,341,3386,88,3514,11946,0.4781,35666,48,329
2491,2016, Texas,Montgomery County,"Montgomery County, Texas",556203,276246,279957,37.2,480382,30394,3642,15327,358,13484,48632,0.4917,37421,48,339
2493,2017, Hawaii,Kauai County,"Kauai County, Hawaii",72159,35284,36875,40.9,24028,428,353,24574,6561,15596,8290,0.3964,31327,15,007
2494,2017, Hawaii,Maui County,"Maui County, Hawaii",166271,83170,83101,41.5,58195,933,278,49637,18392,35982,21006,0.4529,34848,15,009
2495,2017, Idaho,Ada County,"Ada County, Idaho",456849,231016,225833,37.0,411580,5853,1774,11031,924,18511,45070,0.4829,33360,16,001
2496,2017, Idaho,Bannock County,"Bannock County, Idaho",85269,42045,43224,32.5,76541,442,3042,1530,165,2133,11713,0.4436,24598,16,005
2497,2017, Idaho,Bonneville County,"Bonneville County, Idaho",114595,57472,57123,31.9,101071,772,362,1310,324,2927,13295,0.4167,24848,16,019
2498,2017, Idaho,Canyon County,"Canyon County, Idaho",216699,107268,109431,34.0,180050,1292,1438,1139,439,9131,22834,0.4320,20788,16,027
2499,2017, Idaho,Kootenai County,"Kootenai County, Idaho",157637,78125,79512,39.9,148176,155,2570,1281,137,4407,21980,0.4214,29831,16,055
2500,2017, Idaho,Twin Falls County,"Twin Falls County, Idaho",85124,41782,43342,35.5,78783,790,322,2028,29,1068,8830,0.4014,23276,16,083
2501,2017, Illinois,Adams County,"Adams County, Illinois",66234,32860,33374,41.6,61665,2595,170,436,8,1331,9458,0.4771,29276,17,001
2502,2017, Illinois,Champaign County,"Champaign County, Illinois",209399,104601,104798,29.9,151479,28725,315,21864,159,5755,17214,0.5177,29938,17,019
2503,2017, Illinois,Cook County,"Cook County, Illinois",5211263,2531052,2680211,36.8,2938732,1219756,11809,378679,1386,140635,513335,0.5067,35172,17,031
2504,2017, Illinois,DeKalb County,"DeKalb County, Illinois",104733,50737,53996,31.2,87726,8835,93,1708,0,3125,8844,0.4325,27973,17,037
2505,2017, Illinois,DuPage County,"DuPage County, Illinois",930128,457033,473095,39.3,717741,44772,1372,107918,155,24966,87395,0.4443,43711,17,043
2506,2017, Illinois,Kane County,"Kane County, Illinois",534667,267637,267030,37.4,384654,28381,4682,22835,1013,16680,49506,0.4391,34424,17,089
2507,2017, Illinois,Kankakee County,"Kankakee County, Illinois",109605,53697,55908,38.8,87855,17177,92,650,31,2096,13321,0.4501,27894,17,091
2508,2017, Illinois,Kendall County,"Kendall County, Illinois",126218,63564,62654,35.5,98562,9668,100,4499,0,3366,9049,0.3943,35655,17,093
2509,2017, Illinois,Lake County,"Lake County, Illinois",703520,351554,351966,38.1,521507,48157,2491,53963,412,19384,67435,0.4856,43955,17,097
2510,2017, Illinois,LaSalle County,"LaSalle County, Illinois",110067,54913,55154,41.2,100131,3146,89,1063,0,1671,15353,0.4530,31067,17,099
2511,2017, Illinois,McHenry County,"McHenry County, Illinois",309122,153865,155257,40.0,286035,4260,298,7413,30,7670,32121,0.4089,38261,17,111
2512,2017, Illinois,McLean County,"McLean County, Illinois",172290,83176,89114,33.4,145215,14081,481,9441,0,2591,14013,0.4860,33429,17,113
2513,2017, Illinois,Macon County,"Macon County, Illinois",105801,50685,55116,41.1,82656,15612,365,1044,19,5784,15537,0.4688,28827,17,115
2514,2017, Illinois,Madison County,"Madison County, Illinois",265428,129511,135917,39.9,231215,23071,487,2478,66,6015,36285,0.4512,30025,17,119
2515,2017, Illinois,Peoria County,"Peoria County, Illinois",183011,89233,93778,37.6,134454,32492,395,7286,0,6600,23405,0.4939,31008,17,143
2516,2017, Illinois,Rock Island County,"Rock Island County, Illinois",144808,70646,74162,39.7,117420,16288,684,3753,219,4253,20412,0.4419,28797,17,161
2517,2017, Illinois,St. Clair County,"St. Clair County, Illinois",262479,127417,135062,38.1,165878,77270,395,2961,58,10736,32221,0.4687,28694,17,163
2518,2017, Illinois,Sangamon County,"Sangamon County, Illinois",196452,94373,102079,40.6,160906,25653,210,4465,161,4588,27695,0.4579,34337,17,167
2519,2017, Illinois,Tazewell County,"Tazewell County, Illinois",133526,65347,68179,40.6,127851,1885,68,1533,49,1445,18504,0.4492,33901,17,179
2520,2017, Illinois,Vermilion County,"Vermilion County, Illinois",77909,38986,38923,39.8,64521,10770,84,756,0,1558,11436,0.4447,23298,17,183
2521,2017, Illinois,Will County,"Will County, Illinois",692661,344088,348573,37.6,498887,78542,814,39460,322,20499,60151,0.4067,34263,17,197
2522,2017, Illinois,Williamson County,"Williamson County, Illinois",67328,33573,33755,41.4,60864,2056,141,711,0,2502,10598,0.4350,26068,17,199
2523,2017, Illinois,Winnebago County,"Winnebago County, Illinois",284778,138814,145964,40.0,225519,36651,904,7398,44,9123,37756,0.4485,28322,17,201
2524,2017, Indiana,Allen County,"Allen County, Indiana",372877,182538,190339,36.1,294929,42254,869,14879,0,14451,44521,0.4269,26837,18,003
2525,2017, Indiana,Bartholomew County,"Bartholomew County, Indiana",82040,40956,41084,37.4,69886,3697,163,5991,0,1510,9979,0.4359,31306,18,005
2526,2017, Indiana,Boone County,"Boone County, Indiana",65875,32496,33379,37.4,,,,,,,6026,0.4786,46121,18,011
2527,2017, Indiana,Clark County,"Clark County, Indiana",116973,56697,60276,38.6,103121,7795,43,1364,0,4228,14554,0.4163,27456,18,019
2528,2017, Indiana,Delaware County,"Delaware County, Indiana",115184,55826,59358,35.5,101751,8285,0,859,0,3903,15572,0.5225,26672,18,035
2529,2017, Indiana,Elkhart County,"Elkhart County, Indiana",205032,101522,103510,35.7,179524,11525,104,1666,42,7678,21550,0.4184,26677,18,039
2530,2017, Indiana,Floyd County,"Floyd County, Indiana",77071,38405,38666,39.4,69317,4417,39,922,0,1948,9590,0.4443,31021,18,043
2531,2017, Indiana,Grant County,"Grant County, Indiana",66491,31505,34986,41.1,58077,5612,29,165,0,2185,10349,0.4104,22786,18,053
2532,2017, Indiana,Hamilton County,"Hamilton County, Indiana",323747,158588,165159,37.3,280893,13635,887,19694,85,6949,25912,0.4333,47593,18,057
2533,2017, Indiana,Hancock County,"Hancock County, Indiana",74985,37195,37790,40.8,,,,,,,9521,0.3616,32677,18,059
2534,2017, Indiana,Hendricks County,"Hendricks County, Indiana",163685,81404,82281,37.7,142905,10915,0,4405,0,3790,15818,0.4109,34689,18,063
2535,2017, Indiana,Howard County,"Howard County, Indiana",82363,39589,42774,41.8,,,,,,,12344,0.4216,25647,18,067
2536,2017, Indiana,Johnson County,"Johnson County, Indiana",153897,76020,77877,38.0,141456,4189,209,4720,0,2125,17069,0.4063,33578,18,081
2537,2017, Indiana,Kosciusko County,"Kosciusko County, Indiana",79206,40231,38975,38.2,74913,355,73,1141,60,1560,9727,0.4069,29685,18,085
2538,2017, Indiana,Lake County,"Lake County, Indiana",485640,234680,250960,39.4,298255,114738,1365,6545,130,18604,62885,0.4384,27114,18,089
2539,2017, Indiana,LaPorte County,"LaPorte County, Indiana",110029,55702,54327,39.6,91394,12207,283,804,0,2987,16319,0.4227,23806,18,091
2540,2017, Indiana,Madison County,"Madison County, Indiana",129498,64822,64676,41.1,113687,10406,418,832,0,2988,20151,0.4454,23219,18,095
2541,2017, Indiana,Marion County,"Marion County, Indiana",950082,457571,492511,34.4,600178,261425,1538,29676,295,35497,95563,0.4778,27185,18,097
2542,2017, Indiana,Monroe County,"Monroe County, Indiana",146986,73646,73340,29.6,126697,4111,189,9374,47,5894,14721,0.4906,27618,18,105
2543,2017, Indiana,Morgan County,"Morgan County, Indiana",69713,34502,35211,42.6,,,,,,,8886,0.3760,27511,18,109
2544,2017, Indiana,Porter County,"Porter County, Indiana",168404,84391,84013,38.8,154464,6688,173,2424,0,3336,19418,0.4317,32521,18,127
2545,2017, Indiana,St. Joseph County,"St. Joseph County, Indiana",270434,131479,138955,36.9,212760,34904,726,5847,395,10202,31381,0.4626,27022,18,141
2546,2017, Indiana,Tippecanoe County,"Tippecanoe County, Indiana",190587,96997,93590,28.0,156394,9953,503,15867,94,4909,16244,0.4648,27292,18,157
2547,2017, Indiana,Vanderburgh County,"Vanderburgh County, Indiana",181616,87892,93724,37.5,154153,16746,372,2963,0,4616,25545,0.4877,28697,18,163
2548,2017, Indiana,Vigo County,"Vigo County, Indiana",107516,54568,52948,36.2,93639,6300,269,2363,98,4289,14885,0.4758,23757,18,167
2549,2017, Indiana,Wayne County,"Wayne County, Indiana",66185,32187,33998,40.9,59956,3846,116,633,0,1510,10125,0.4909,26518,18,177
2550,2017, Iowa,Black Hawk County,"Black Hawk County, Iowa",132648,64890,67758,35.3,112389,11965,175,3250,212,3505,16631,0.4485,27612,19,013
2551,2017, Iowa,Dallas County,"Dallas County, Iowa",87235,43348,43887,35.8,78893,1643,0,4065,0,1634,6933,0.4094,43515,19,049
2552,2017, Iowa,Dubuque County,"Dubuque County, Iowa",97041,47635,49406,38.3,89849,2621,311,1132,1726,931,12452,0.4635,32863,19,061
2553,2017, Iowa,Johnson County,"Johnson County, Iowa",149210,73865,75345,29.9,123409,8850,243,9499,0,5846,11794,0.4577,32490,19,103
2554,2017, Iowa,Linn County,"Linn County, Iowa",224115,109958,114157,37.9,196706,12967,299,5593,456,4805,24871,0.4048,32118,19,113
2555,2017, Iowa,Polk County,"Polk County, Iowa",481830,237554,244276,35.5,402080,30578,1340,23854,931,14924,45394,0.4435,34638,19,153
